"Variables ->","ln_y_star","ln_y_star_sm","ln_ipei","ln_cpi_nosub","ln_y","ln_y_sm","ln_cpi_sub","ln_s","ln_bm","ln_cpi","ln_z","ln_v","ln_ipei_q","d4_ln_y_star","d4_ln_y_star_sm","d4_ln_ipei","i_star","d4_ln_cpi_nosub","d4_ln_y","d4_ln_y_sm","d4_ln_cpi_sub","d4_ln_s","d4_ln_bm","i","d4_ln_cpi","d4_ln_z","d4_ln_v","r","d4_ln_ipei_q","dla_ipei","dla_z","dla_s","dla_cpi_nosub","dla_cpi_sub","dla_cpi","dla_bm","dla_v","dla_ipei_q","s_d4_ln_y_star","s_d4_ln_ipei","s_i_star","s_d4_ln_cpi_nosub","s_d4_ln_y","s_d4_ln_cpi_sub","s_d4_ln_s","s_d4_ln_bm","s_i"
"2005Q4",968.88536,3871.82656,471.00826,0.77503,1127.54751,4504.49765,498.10827,203.25153,989.74180,376.97313,-0.71657,-5.08795,674.25979,3.78536,3.45227,7.70571,4.04667,0.64136,5.62083,5.41821,6.71045,-1.92270,15.79185,3.90152,7.35180,-0.92744,-3.46058,-2.98896,5.78301,2.97416,-3.68235,1.74752,0.90625,7.04144,9.75284,27.25952,-1.82327,4.72168,1.11626,0.23981,0.37950,-0.18744,0.06248,0.16948,-0.85955,0.50074,0.08595
"2006Q1",970.22177,3874.98913,471.33099,0.18197,1132.85217,4509.29589,500.40484,203.03386,995.52633,378.00619,-2.26521,-9.53760,674.36485,3.16257,3.49541,5.04702,4.66333,0.32293,4.79824,5.33834,6.94808,-1.08524,16.42679,4.25000,7.27101,-2.98630,-4.68047,-2.43056,3.96178,1.29092,-6.19458,-0.87068,-2.37222,9.18628,4.13224,23.13812,-17.79862,0.42024,0.46565,-1.69037,0.60468,-0.35537,-0.15966,0.09410,-0.47711,1.76692,-0.04076
"2006Q2",970.48019,3877.91870,473.90189,0.74917,1128.22461,4512.17046,501.74074,202.72693,999.06761,379.75083,-0.41422,-13.65416,676.62882,2.92957,3.40004,5.77457,4.98667,0.55577,2.87457,4.73059,6.72274,-0.13167,17.19632,4.45152,7.27851,-1.07984,-7.59901,-2.19014,5.64290,10.28360,7.40397,-1.22772,2.26880,5.34360,6.97856,14.16512,-16.46624,9.05588,0.50901,1.02020,0.34099,-0.15679,-1.84244,-0.23052,0.42723,2.65175,-0.08518
"2006Q3",970.63003,3880.21735,475.06384,0.44377,1129.95008,4518.57437,502.82034,202.68299,1000.46113,380.90265,-1.60095,-9.29000,677.74683,2.29865,3.04404,4.79912,5.32000,-0.10470,6.40391,4.92439,6.47243,-0.13166,17.53421,4.92857,6.36773,-1.80497,-4.65787,-1.41862,4.66746,4.64780,-4.74693,-0.17576,-1.22163,4.31840,4.60728,5.57408,17.45665,4.47204,-0.01852,-0.04855,0.38107,-0.89251,2.62515,-0.34511,-1.04911,1.61785,0.13618
"2006Q4",971.48581,3882.81780,473.01608,-0.36919,1135.09617,4526.12303,503.82518,202.90249,1009.96415,381.54582,-4.77470,-12.04473,675.91857,2.60045,2.74781,2.00782,5.26333,-1.14422,7.54866,5.40634,5.71691,-0.34904,20.22235,5.00000,4.57269,-4.05813,-6.95678,-0.55846,1.65878,-8.19104,-12.69499,0.87800,-3.25183,4.01936,2.57268,38.01208,-11.01891,-7.31304,0.56324,-2.60538,-0.06715,-0.95383,1.79231,-0.63931,-1.49354,3.83723,0.00067
"2007Q1",971.78619,3884.38222,473.90224,0.98195,1138.89687,4532.16773,506.01766,203.99202,1013.89362,384.41899,-4.34862,-16.24737,677.89426,1.56442,2.34827,2.57125,5.34667,0.79998,6.04470,5.71796,5.61282,0.95816,18.36729,5.00758,6.41280,-2.08341,-6.70977,-0.45737,3.52941,3.54464,1.70430,4.35812,5.40458,8.76992,11.49268,15.71788,-16.81058,7.90276,-0.60671,1.09913,0.18479,1.29698,1.38781,-0.39068,1.58039,0.35693,-0.10854
"2007Q2",972.39609,3886.29812,476.75182,0.55617,1135.30677,4539.24989,507.50137,203.60097,1014.44289,385.31846,-2.45088,-16.18665,680.35279,1.91590,2.09485,2.84993,5.29333,-0.19300,7.08216,6.76986,5.76063,0.87404,15.37528,5.42857,5.56763,-2.03666,-2.53249,-0.10055,3.72397,11.39832,7.59097,-1.56420,-1.70312,5.93484,3.59788,2.19708,0.24288,9.83412,0.20449,0.24268,-0.01338,-1.16621,1.71027,0.22786,-0.88765,-0.53836,0.10911
"2007Q3",972.97047,3888.63856,478.52647,0.50348,1135.61336,4544.91317,508.93905,203.86173,1017.91521,387.08107,-3.07829,-14.96209,682.38820,2.34044,2.10530,3.46263,4.94000,0.05971,5.66328,6.58470,6.11871,1.17874,17.45408,5.50833,6.17842,-1.47734,-5.67209,-0.38827,4.64137,7.09860,-2.50965,1.04304,-0.21079,5.75072,7.05044,13.88928,4.89825,8.14164,0.47307,0.40953,-0.33068,0.05147,0.07019,0.38284,0.55256,4.32506,-0.00515
"2007Q4",973.59674,3890.74949,481.65794,1.02135,1139.85803,4549.67503,510.61962,203.64333,1020.15014,389.73080,-2.18644,-10.67442,685.30127,2.11093,1.98292,8.64186,4.10667,1.39054,4.76186,5.88800,6.79444,0.74084,10.18599,6.01569,8.18498,2.58826,1.37031,-0.79877,9.38270,12.52588,3.56741,-0.87360,2.07149,6.72228,10.59892,8.93972,17.15069,11.65228,0.05517,5.48721,-0.74090,0.56585,0.01275,0.46204,1.26919,-3.65928,0.14427
"2008Q1",973.16906,3892.13236,484.97957,1.71876,1141.78409,4552.56225,513.66876,203.94774,1020.48301,392.80690,-0.96667,-12.29844,688.92731,1.38287,1.93754,11.07733,2.91333,0.73681,2.88722,5.09863,7.65110,-0.04428,6.58939,6.51190,8.38791,3.38195,3.94893,-1.10735,11.03305,13.28652,4.87906,1.21764,2.78966,12.19656,12.30440,1.33148,-6.49610,14.50416,-0.57104,4.53177,-1.07802,-0.82498,-1.02278,0.78836,0.06947,-0.89936,0.21871
"2008Q2",973.76272,3893.49899,490.95263,3.21454,1140.91759,4558.17307,516.21880,201.31056,1017.84975,396.69426,0.74209,-5.26526,692.26319,1.36663,1.80022,14.20081,2.27333,2.65837,5.61082,4.73079,8.71743,-2.29041,3.40686,6.75000,11.37580,3.19297,10.92139,-1.85804,11.91040,23.89224,6.83505,-10.54872,5.98312,10.20016,15.54944,-10.53304,28.13272,13.34352,-0.26422,5.53674,-0.55165,1.47726,3.04685,0.40949,0.07913,-1.17715,-0.30032
"2008Q3",973.23608,3893.76460,491.87361,3.46825,1138.72749,4561.28720,518.66265,200.64189,1019.92091,399.76944,-2.67459,-4.13006,692.51550,0.26561,1.28151,13.34714,2.02000,2.96477,3.11413,4.09351,9.72360,-3.21984,2.00570,7.12681,12.68837,0.40370,10.83203,-1.95575,10.12730,3.68392,-13.66673,-2.67468,1.01481,9.77540,12.30072,8.28464,4.54081,1.00924,-1.35803,3.26214,-0.11999,0.44405,0.49540,0.57903,-0.58788,0.66387,-0.23325
"2008Q4",971.02274,3891.19060,479.03898,1.80220,1142.67018,4564.09935,520.31825,203.16036,1022.57571,400.21028,-14.98700,-0.58921,682.19934,-2.57400,0.11028,-2.61896,0.29333,0.78085,2.81215,3.60608,9.69863,-0.48297,2.42557,7.25000,10.47948,-12.80056,10.08521,0.37021,-3.10193,-51.33852,-49.24963,10.07388,-6.66419,6.62240,1.76336,10.61920,14.16341,-41.26464,-3.70908,-10.00642,-1.55828,0.15186,2.65755,0.34753,0.75396,-0.02519,0.21243
"2009Q1",969.88138,3887.90292,473.84820,-0.01423,1141.66326,4563.97852,521.65491,207.47835,1020.67395,399.06006,-16.55358,-4.62406,681.32655,-3.28768,-1.05736,-11.13137,0.20333,-1.73299,-0.12083,2.85407,7.98615,3.53061,0.19094,6.87727,6.25316,-15.58691,7.67438,2.29457,-7.60076,-20.76312,-6.26634,17.27196,-7.26570,5.34664,-4.60088,-7.60704,-16.13942,-3.49116,-3.16273,-6.85950,0.04782,-1.31707,-0.59123,-0.34396,0.86954,-3.19449,-0.15070
"2009Q2",969.70256,3883.84276,476.26600,-0.76167,1139.95989,4563.02082,522.34242,209.26846,1025.48527,398.84167,-12.11026,-7.73486,685.53446,-4.06016,-2.41406,-14.68663,0.20333,-3.97621,-0.95770,1.21194,6.12362,7.95790,7.63552,5.80303,2.14741,-12.85235,-2.46960,2.62877,-6.72873,9.67120,17.77329,7.16044,-2.98976,2.75004,-0.87356,19.24528,-12.44320,16.83164,-3.61852,-3.54753,0.19752,-1.82149,0.11797,-0.20723,2.14647,4.64389,-0.29616
"2009Q3",970.05314,3880.65982,478.39187,-1.36188,1140.10337,4564.39670,523.15791,211.05930,1027.18022,399.43457,-10.23418,-5.51823,689.45117,-3.18294,-3.27619,-13.48174,0.13333,-4.83013,1.37588,0.77737,4.49526,10.41741,7.25931,4.86430,-0.33487,-7.55959,-1.38817,2.53057,-3.06433,8.50348,7.50431,7.16336,-2.40087,3.26196,2.37160,6.77980,8.86653,15.66684,-2.39853,-0.70347,0.07095,-1.31492,1.41281,-0.24304,1.96708,-2.91527,-0.24028
"2009Q4",971.12826,3880.76534,480.29973,-2.31528,1144.85779,4566.58431,523.92023,211.94602,1031.41000,399.69478,-8.54257,-3.63391,692.24575,0.10552,-2.60631,1.26075,0.09667,-4.11748,2.18761,0.62124,3.60198,8.78566,8.83429,4.50000,-0.51550,6.44443,-3.04470,0.62808,10.04641,7.63144,6.76645,3.54688,-3.81359,3.04928,1.04084,16.91912,7.53729,11.17832,0.50068,10.59686,0.01018,-1.38613,-1.04030,-0.07059,1.09686,0.21065,0.12762
"2010Q1",971.61159,3882.49555,482.08065,-0.98951,1144.63700,4569.55805,525.20747,210.15367,1033.37777,401.63734,-9.19837,-10.80158,692.23432,1.73021,-1.35184,8.23245,0.11333,-0.97528,2.97374,1.39488,3.55256,2.67532,12.70382,4.50000,2.57728,7.35521,-6.17752,-0.34311,10.90777,7.12368,-2.62322,-7.16940,5.30310,5.14896,7.77024,7.87108,-28.67070,-0.04572,0.66617,6.21898,0.01209,1.67485,-0.06332,-0.54741,-2.50367,2.65940,0.14293
"2010Q2",972.57452,3885.36751,482.88633,-0.97723,1143.04185,4572.64001,526.26346,208.02744,1032.45866,402.54715,-10.65199,-7.70525,690.91377,2.87196,0.38119,6.62033,0.16000,-0.21556,3.08196,2.40480,3.92104,-1.24102,6.97339,4.50000,3.70548,1.45827,0.02961,-0.17843,5.37931,3.22272,-5.81447,-8.50492,0.04912,4.22396,3.63924,-3.67644,12.38532,-5.28220,1.08699,-1.05885,-0.05219,0.61626,-1.17839,-0.14257,-3.28024,-5.27741,-0.14156
"2010Q3",973.34265,3888.65702,482.47427,-1.44697,1141.89136,4574.42800,527.15676,208.40070,1034.12125,403.34833,-12.80923,-6.67242,690.87497,3.28951,1.99930,4.08240,0.18000,-0.08509,1.78799,2.50782,3.99885,-2.65860,6.94103,4.50000,3.91376,-2.57505,-1.15419,0.13389,1.42380,-1.64824,-8.62897,1.49304,-1.87899,3.57320,3.20472,6.65036,4.13133,-0.15520,0.99790,-2.29382,-0.08346,0.40903,-2.18618,-0.11561,-1.54187,-0.51680,0.08723
"2010Q4",973.86639,3891.39515,485.23380,-1.50217,1148.05262,4577.62283,528.03411,208.10978,1038.71161,404.62177,-11.55862,-3.62681,693.34358,2.73813,2.65745,4.93407,0.17667,0.81311,3.19483,2.75963,4.11388,-3.83624,7.30161,4.50000,4.92699,-3.01605,0.00710,-0.04651,1.09783,11.03812,5.00245,-1.16368,-0.22079,3.50940,5.09376,18.36144,12.18245,9.87444,0.26124,1.12879,-0.02569,0.75685,0.47169,-0.18695,-0.69988,-0.05109,0.03315
"2011Q1",973.62890,3893.41246,489.76767,-0.50001,1148.54381,4581.52964,529.56624,205.78772,1043.62698,406.48561,-10.23607,-12.78521,695.55539,2.01731,2.72923,7.68702,0.14333,0.48950,3.90681,2.99290,4.35877,-4.36595,10.24921,4.50000,4.84827,-1.03770,-1.98363,-0.68506,3.32107,18.13548,5.29018,-9.28824,4.00866,6.12852,7.45536,19.66148,-36.63362,8.84724,-0.21491,3.64932,-0.00070,-0.66129,0.73234,-0.00354,-0.73113,3.01895,0.08322
"2011Q2",974.30320,3895.14114,493.81473,0.17276,1147.44653,4585.93432,531.12551,203.98781,1043.85147,408.55919,-8.62527,-9.83133,697.80254,1.72868,2.44341,10.92840,0.08667,1.14999,4.40468,3.32358,4.86205,-4.03963,11.39281,4.75000,6.01204,2.02672,-2.12608,-1.22434,6.88877,16.18824,6.44321,-7.19964,2.69108,6.23708,8.29432,0.89796,11.81552,8.98860,-0.18369,4.77105,-0.01637,0.06056,0.96277,-0.07516,0.63615,1.99812,0.32537
"2011Q3",974.28089,3896.07938,493.55452,0.28697,1147.46804,4591.51100,532.47203,205.58195,1042.45313,410.39754,-9.86300,-4.11235,699.13647,0.93824,1.85559,11.08025,0.08333,1.73394,5.57668,4.27075,5.31527,-2.81875,8.33188,4.91667,7.04921,2.94623,2.56007,-1.26843,8.26150,-1.04084,-4.95093,6.37656,0.45681,5.38608,7.35340,-5.59336,22.87593,5.33572,-0.84606,3.03639,0.06521,0.27600,2.51597,-0.31376,1.15404,-2.01342,0.16077
"2011Q4",975.39768,3897.61067,492.86588,-0.91483,1151.61094,4595.06932,533.55672,205.66807,1046.60516,410.73172,-11.89086,-2.43943,698.53395,1.53129,1.55388,7.63208,0.07667,0.58734,3.55832,4.36162,5.52261,-2.44171,7.89355,5.50000,6.10995,-0.33224,1.18738,-0.32861,5.19037,-2.75456,-8.11143,0.34448,-4.80719,4.33876,1.33672,16.60812,6.69169,-2.41008,0.09774,-1.34961,-0.04173,-0.72131,-0.89811,-0.05597,-0.76491,0.25244,0.59117
"2012Q1",976.23277,3900.21454,493.52192,-0.61191,1152.28897,4598.81448,534.67593,205.06901,1049.20403,411.48340,-12.31022,-9.50741,698.59093,2.60387,1.70052,3.75425,0.10000,-0.11190,3.74516,4.32121,5.10969,-0.71871,5.57705,5.50000,4.99779,-2.07415,3.27780,0.53302,3.03554,2.62416,-1.67746,-2.39624,1.21170,4.47684,3.00672,10.39548,-28.27194,0.22792,0.90716,-3.31190,-0.08431,-0.18888,-0.53776,-0.45310,0.72970,-1.95796,0.20214
"2012Q2",976.67811,3902.58945,493.02138,-0.74670,1150.09177,4601.45972,535.85244,205.28239,1047.76254,412.36666,-12.85097,-6.37023,698.30377,2.37491,1.86208,-0.79335,0.13667,-0.91946,2.64524,3.88135,4.72693,1.29458,3.91107,5.50000,3.80747,-4.22570,3.46110,1.44883,0.50123,-2.00216,-2.16299,0.85352,-0.53916,4.70604,3.53304,-5.76596,12.54872,-1.14864,0.20226,-4.29782,-0.03202,-0.21320,-0.97086,-0.14653,0.94757,-2.28887,0.30599
"2012Q3",976.82204,3905.13060,491.98969,-1.45378,1149.94572,4603.93740,537.12062,206.59836,1048.08090,413.30538,-15.06001,-2.61385,698.58805,2.54115,2.26280,-1.56483,0.11667,-1.74075,2.47768,3.10660,4.64859,1.01641,5.62777,5.00000,2.90784,-5.19701,1.49850,1.01821,-0.54842,-4.12676,-8.83617,5.26388,-2.82835,5.07272,3.75488,1.27344,15.02553,1.13712,0.47010,-1.84618,-0.08404,-0.61884,-0.96038,0.38920,-0.64030,0.75793,-0.25221
"2012Q4",976.93761,3906.67053,492.61967,-2.37762,1155.10812,4607.43458,538.26880,206.43274,1056.28858,413.98101,-16.08448,-3.91359,699.05241,1.53993,2.26496,-0.24621,0.14333,-1.46279,3.49718,3.09131,4.71208,0.76467,9.68342,5.00000,3.24929,-4.19362,-1.47416,0.68743,0.51846,2.51992,-4.09787,-0.66248,-3.69535,4.59272,2.70252,32.83072,-5.19895,1.85744,-0.60489,0.99556,0.06077,-0.06126,1.15699,0.28022,0.00268,2.63548,0.28124
"2013Q1",977.91934,3908.35710,493.06152,-1.42744,1155.17580,4610.32141,539.53498,205.96545,1057.41630,415.52692,-16.73323,-9.97380,699.02697,1.68657,2.03564,-0.46040,0.12667,-0.81553,2.88683,2.87673,4.85905,0.89644,8.21227,5.00000,4.04352,-4.42301,-0.46639,0.67979,0.43604,1.76740,-2.59502,-1.86916,3.80074,5.06472,6.18364,4.51088,-24.24086,-0.10176,-0.01397,-0.73580,-0.03784,0.48510,-0.47274,0.29308,0.33088,-1.60127,0.16086
"2013Q2",978.18662,3909.86561,492.08772,-1.16442,1154.44398,4614.67362,540.57292,205.45497,1058.55720,416.66942,-18.33253,-8.09220,697.54269,1.50851,1.81904,-0.93366,0.10000,-0.41772,4.35221,3.30348,4.72048,0.17258,10.79466,5.25000,4.30276,-5.48156,-1.72197,1.03825,-0.76108,-3.89520,-6.39719,-2.04192,1.05208,4.15176,4.57000,4.56360,7.52640,-5.93712,-0.25710,-0.83440,-0.03254,0.38515,1.48573,0.00283,-0.51655,1.98287,0.42192
"2013Q3",979.03441,3912.07798,491.85772,-1.31090,1153.63686,4618.36476,541.33628,206.47313,1058.00543,417.66392,-19.53287,-4.63158,698.33085,2.21237,1.73685,-0.13197,0.07333,0.14288,3.69114,3.60684,4.21566,-0.12523,9.92453,5.25000,4.35854,-4.47286,-2.01773,1.29410,-0.25720,-0.92000,-4.80137,4.07264,-0.58595,3.05344,3.97800,-2.20708,13.84249,3.15264,0.52577,-0.35519,-0.08141,0.47559,-0.52198,-0.33739,-0.08325,-0.11199,0.17126
"2013Q4",979.90237,3915.04274,491.15101,-1.88199,1157.91808,4621.17472,542.07020,206.76928,1062.10762,418.27804,-21.01800,-3.12127,697.92029,2.96476,2.09305,-1.46866,0.07000,0.49563,2.80996,3.43503,3.80140,0.33654,5.81904,5.00000,4.29703,-4.93352,0.79232,1.61499,-1.13212,-2.82684,-5.94051,1.18460,-2.28435,2.93568,2.45648,16.40876,6.04125,-1.64224,0.96583,-2.68469,-0.10929,0.67077,-1.47176,-0.24327,0.41503,-3.24801,-0.09716
"2014Q1",979.55668,3916.68008,492.26837,-1.16775,1159.25706,4625.25598,542.84015,205.15349,1057.59359,419.09178,-21.64351,-2.76466,697.42186,1.63734,2.08075,-0.79315,0.06333,0.25969,4.08126,3.73364,3.30517,-0.81196,0.17729,5.00000,3.56486,-4.91028,7.20914,1.99125,-1.60511,4.46944,-2.50206,-6.46316,2.85698,3.07980,3.25496,-18.05612,1.42642,-1.99372,-0.69545,0.45443,0.02804,-0.16616,1.64608,-0.35032,-1.18682,-6.34155,-0.00167
"2014Q2",980.84025,3919.33371,492.36723,-1.08330,1158.66413,4629.47613,543.64888,204.89751,1061.46650,419.82650,-21.68644,-3.70539,697.26474,2.65363,2.36703,0.27951,0.08667,0.08112,4.22015,3.70063,3.07596,-0.55746,2.90930,4.75000,3.15708,-3.35391,4.38681,1.64937,-0.27795,0.39544,-0.17171,-1.02392,0.33780,3.23492,2.93888,15.49164,-3.76292,-0.62848,0.90986,-0.38520,-0.05808,0.08429,0.27810,-0.06231,0.63028,1.28855,0.05444
"2014Q3",982.04831,3922.34761,491.55618,-0.84091,1157.85492,4633.69419,544.32749,204.98298,1063.15606,421.12512,-24.31577,-2.57294,696.53916,3.01390,2.56741,-0.30154,0.07333,0.46999,4.21806,3.83236,2.99121,-1.49015,5.15063,4.50000,3.46120,-4.78290,2.05864,1.47589,-1.79169,-3.24420,-10.51733,0.34188,0.96953,2.71444,5.19448,6.75824,4.52981,-2.90232,0.81917,-1.70252,-0.10030,0.74184,0.29054,-0.07876,-0.42362,1.03755,-0.03640
"2014Q4",982.55277,3924.99801,488.04941,-1.47695,1162.77205,4638.54816,544.93113,203.20861,1067.02204,421.54401,-30.54120,-0.32079,691.25802,2.65040,2.48882,-3.10160,0.07000,0.40504,4.85397,4.34336,2.86093,-3.56067,4.91442,4.33333,3.26597,-9.52320,2.80048,1.78762,-6.66227,-14.02708,-24.90171,-7.09748,-2.54415,2.41456,1.67556,15.46392,9.00861,-21.12456,0.29581,-3.60489,-0.07239,0.54407,1.19231,-0.05689,-2.32825,-1.49582,-0.12778
