"Variables ->","L_GDP","L_GDP_BAR","L_GDP_GAP","DLA_GDP","D4L_GDP","DLA_GDP_BAR","CUM_L_GDP_GAP","L_GDP_SM","D4_GDP_SM","MCI","L_CPI","DLA_CPI","D4L_CPI","D4L_CPI_TAR","D4L_CPI_DEV","L_CPIXFE","DLA_CPIXFE","D4L_CPIXFE","RMC","D4L_CPI_NOSUBY","E_DLA_CPI","E_DLA_CPIXFE","D4L_MB","D4L_VEL","PM_D4L_MB","L_S","DLA_S","D4L_S","DLA_S_DEV","L_S_TAR","DLA_S_TAR","D4L_S_TAR","L_Z","L_Z_BAR","L_Z_GAP","DLA_Z","D4L_Z","DLA_Z_BAR","PREM","SHKN_PREM","RS","RR","RR_BAR","RR_GAP","RSNEUTRAL","REM_GDP","L_CPI_RW","DLA_CPI_RW","D4L_CPI_RW","L_GDP_RW_GAP","RS_RW","RR_RW","RR_RW_BAR","RR_RW_GAP","RS_EXTERNAL","SHK_L_GDP_GAP","SHK_DLA_GDP_BAR","SHK_D4L_CPI_TAR","SHK_DLA_CPIXFE","SHK_D4L_CPI_NOSUBY","SHK_L_S","SHK_DLA_S_TAR","SHK_DLA_Z_BAR","SHK_RS","SHK_RR_BAR","SHK_D4L_VEL","SHK_D4L_MB","SHK_REM_GDP","SHK_PREM","SHK_L_GDP_RW_GAP","SHK_RS_RW","SHK_DLA_CPI_RW","SHK_RR_RW_BAR","b1","b2","b3","b5","b4","b6","a1","a2","a3","e1","h2","h3","f1","f2","f3","h1","g1","g2","g3","g4","j1","j2","rho_DLA_GDP_BAR","rho_D4L_CPI_NOSUBY","rho_D4L_CPI_TAR","rho_D4L_VEL","rho_SHKN_PREM","rho_DLA_Z_BAR","rho_RR_BAR","rho_REM_GDP","rho_L_GDP_RW_GAP","rho_RS_RW","rho_RR_RW_BAR","rho_DLA_CPI_RW","rho_PM_D4L_MB","ss_D4L_CPI_TAR","ss_RR_BAR","ss_DLA_Z_BAR","ss_DLA_GDP_BAR","ss_DLA_CPI_RW","ss_RR_RW_BAR","ss_REM_GDP","ss_D4L_MB","ttrend","std_SHK_L_GDP_GAP","std_SHK_DLA_GDP_BAR","std_SHK_D4L_CPI_TAR","std_SHK_DLA_CPIXFE","std_SHK_D4L_CPI_NOSUBY","std_SHK_L_S","std_SHK_DLA_S_TAR","std_SHK_DLA_Z_BAR","std_SHK_RS","std_SHK_RR_BAR","std_SHK_D4L_VEL","std_SHK_D4L_MB","std_SHK_REM_GDP","std_SHK_PREM","std_SHK_L_GDP_RW_GAP","std_SHK_RS_RW","std_SHK_DLA_CPI_RW","std_SHK_RR_RW_BAR"
"Comments ->","Real GDP (100*log)","Trend in Real GDP (100*log)","Output Gap (in %)","Quarterly Growth in Real GDP(in % pa)","Real GDP Growth YoY (in %)","Real GDP Trend Growth QoQ @ar (in %)","Cummulated Output Gap","L_GDP_SM","D4_GDP_SM","Real Monetary Condition Index (in % pa)","CPI (level, 100*log)","QoQ Inflation (in % @ar)","YoY Inflation (in %)","Inflation Target (in % pa)","Inflation Deviation from the Target, (in pp)","Core Inflation (level, 100*log)","QoQ Core Inflation (in % @ar)","YoY Core Inflation (in %)","Real Marginal Cost - Core Inflation (in %)","YoY Non Core Inflation (in %)","Expected QoQ Inflation (in % @ar)","Expected QoQ Core Inflation (in % @ar)","YoY Monetary Base (in %)","YoY Money Velocity (in %)","Monetary shock","Nominal Exchange Rate (GTQ/USD, 100*log)","Nominal Exch. Rate Depreciation QoQ (in % @ar)","Nominal Exch. Rate Depreciation YoY (in % pa)","Nom devaluation deviation form its target (ii pp)","Nominal Exchange Rate Target (level, 100*log)","Nominal Exchange Rate Target Depreciation QoQ (in % @ar)","Nominal Exchange Rate Target Depreciation YoY (in %)","Real Exchange Rate (level, 100*log)","Trend Real Exchange Rate (level, 100*log)","Real Exchange Rate Gap (in %)","Real Exchange Rate Depreciation QoQ (in % @ar)","Real Exchange Rate Depreciation YoY","Trend Real Exchange Rate Depreciation QoQ (in % @ar)","Country Risk Premium (in % pa)","Persistent Shock in Country Risk Premium (in % pa)","Nominal Policy Interest Rate (in % pa)","Real Interest Rate (in % pa)","Trend Real Interest Rate (in % pa)","Real Interest Rate Gap (in pp)","Nominal Policy Neutral Interest Rate (in % pa)","Remittances (% of GDP)","Import price(level, 100*log)","Import price inflation QoQ (in % @ar)","Import price inflation YoY (in % @ar)","Foreign Output Gap (in %)","Foreign Nominal Interest Rate (in % pa)","Foreign Real Interest Rate (in % pa)","Foreign Real Interest Rate Trend (in % pa)","Foreign Real Interest Rate Gap (in pp)","External Rate for UIP condition (in %pa)","SHK_L_GDP_GAP","SHK_DLA_GDP_BAR","SHK_D4L_CPI_TAR","SHK_DLA_CPIXFE","SHK_D4L_CPI_NOSUBY","SHK_L_S","SHK_DLA_S_TAR","SHK_DLA_Z_BAR","SHK_RS","SHK_RR_BAR","SHK_D4L_VEL","SHK_D4L_MB","SHK_REM_GDP","SHK_PREM","SHK_L_GDP_RW_GAP","SHK_RS_RW","SHK_DLA_CPI_RW","SHK_RR_RW_BAR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Time trend","","","","","","","","","","","","","","","","","",""
"Class[Size] ->","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","tseries[121-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","tseries[121-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]"
"2000Q4",1.11245465e+03,NaN,NaN,NaN,NaN,NaN,NaN,4.44166098e+03,NaN,NaN,3.90237026e+02,NaN,NaN,NaN,NaN,4.56052285e+02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.09138903e+02,NaN,NaN,NaN,7.90657263e-02,NaN,NaN,1.93017426e+02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.06503640e+00,NaN,NaN,NaN,NaN,NaN,4.39930808e+02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.52600000e-01,1.42200000e-01,5.58000000e-01,1.18300000e-01,8.06100000e-01,1.00000000e+00,3.70700000e-01,5.00000000e-02,5.00000000e-01,3.98800000e-01,8.22000000e-01,2.50000000e-01,8.45000000e-01,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.57800000e-01,5.00000000e-01,4.93200000e-01,0.00000000e+00,1.00000000e+00,1.00000000e-01,8.29600000e-01,7.89300000e-01,8.72300000e-01,8.52800000e-01,5.00000000e-01,8.36800000e-01,8.45200000e-01,9.89400000e-01,8.00000000e-01,9.87600000e-01,8.52000000e-01,7.00000000e-01,7.00000000e-01,4.00000000e+00,1.00000000e+00,-2.00000000e+00,3.50000000e+00,2.00000000e+00,5.00000000e-01,1.50000000e+01,1.00000000e+01,NaN,1.00000000e+00,6.00000000e-01,0.00000000e+00,9.00000000e-01,9.00000000e-01,1.17840000e+00,5.00000000e-01,7.50000000e-01,4.57200000e-01,3.00000000e-01,5.00000000e-01,4.67110000e+00,5.00000000e-01,1.00000000e+00,1.00000000e+00,4.71300000e-01,9.70520000e+00,2.50000000e-01
"2001Q1",1.11329228e+03,NaN,NaN,NaN,NaN,NaN,NaN,4.44660962e+03,NaN,NaN,3.92419581e+02,NaN,NaN,NaN,NaN,4.59077813e+02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.09221526e+02,NaN,NaN,NaN,3.23377269e-02,NaN,NaN,1.94121600e+02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.65656843e+00,NaN,NaN,NaN,NaN,NaN,4.43977887e+02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2001Q2",1.11420948e+03,NaN,NaN,NaN,NaN,NaN,NaN,4.45107667e+03,NaN,NaN,3.96072668e+02,NaN,NaN,NaN,NaN,4.62548852e+02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.09237777e+02,NaN,NaN,NaN,-2.24726967e-02,NaN,NaN,1.95146656e+02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.30142813e+00,NaN,NaN,NaN,NaN,NaN,4.48457731e+02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2001Q3",1.11521090e+03,1.11474936e+03,4.61537245e-01,NaN,NaN,3.56708552e+00,0.00000000e+00,4.45516731e+03,NaN,NaN,3.99331629e+02,NaN,NaN,4.00000000e+00,NaN,4.66424543e+02,1.55027628e+01,NaN,NaN,-8.02888746e-01,NaN,NaN,1.55299284e+01,-2.44463202e+00,-2.97787688e+00,2.09080486e+02,-6.29164350e-01,NaN,NaN,-8.89307565e-02,-2.65832239e-01,NaN,1.95413709e+02,1.82683517e+02,NaN,NaN,NaN,-2.21811904e+00,NaN,-5.53625234e-03,3.95851809e+00,NaN,8.58921838e-01,NaN,NaN,1.14010741e+00,4.52757766e+02,1.72001388e+01,NaN,-4.45636236e-01,1.41132734e+00,NaN,1.51671049e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2001Q4",1.11609121e+03,1.11565172e+03,4.39491021e-01,3.52127430e+00,3.63656730e+00,3.60945920e+00,4.39491021e-01,4.45880387e+03,4.28572457e+00,-1.61977657e+01,4.03673940e+02,1.73692432e+01,1.34369135e+01,4.00000000e+00,7.34772221e+00,4.70492918e+02,1.62735022e+01,1.44406330e+01,6.00376852e+00,-1.00371948e+00,1.40615049e+01,1.40615049e+01,1.49241976e+01,-2.42994088e+00,-4.33372777e+00,2.08567209e+02,-2.05310808e+00,-5.71693721e-01,-3.63332110e-01,-1.73242208e-01,-3.37245804e-01,-2.52307934e-01,1.93709399e+02,1.82141353e+02,1.15680460e+01,-6.81724059e+00,6.91973140e-01,-2.16865565e+00,1.25237124e+00,-2.52082469e-02,4.52000000e+00,-9.61824551e+00,8.33054823e-01,-1.04513003e+01,1.37255086e+01,9.85501958e-01,4.55635108e+02,1.15093697e+01,1.57042999e+01,-5.74859446e-01,1.52000000e+00,-9.98936968e+00,1.69660638e+00,-1.16859761e+01,2.39308211e+00,-4.78826117e-02,5.38050535e-02,0.00000000e+00,1.37753452e+00,-3.69999392e-01,-3.49924202e-01,-8.64759366e-02,1.38663634e-02,-1.48691748e-02,-4.77059146e-02,2.28413094e-02,-2.24921396e+00,-3.01520315e-01,-2.24401207e-02,-2.18350458e-01,-3.75809829e-02,-1.13072747e+00,3.30369046e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2002Q1",1.11537964e+03,1.11656320e+03,-1.18356094e+00,-2.84628794e+00,2.08735791e+00,3.64591989e+00,-7.44069917e-01,4.46089123e+03,3.57040415e+00,-1.33392319e+01,4.06498424e+02,1.12979354e+01,1.40788430e+01,4.00000000e+00,2.17671691e+00,4.74237730e+02,1.49792480e+01,1.51599171e+01,2.59344363e+00,-1.08107409e+00,1.00891181e+01,1.00891181e+01,1.77178288e+01,-2.46119281e+00,-6.50221718e-01,2.07401015e+02,-4.66477588e+00,-1.82051072e+00,-1.71586228e+00,-2.86122882e-01,-4.51522698e-01,-3.18460609e-01,1.87995337e+02,1.81624889e+02,6.37044819e+00,-2.28562458e+01,-6.12626241e+00,-2.06585452e+00,8.82658030e-01,-6.13330774e-02,5.25000000e+00,-8.10786599e+00,7.98974946e-01,-8.90684094e+00,9.59724411e+00,1.92386132e+00,4.54832052e+02,-3.21222198e+00,1.08541654e+01,-4.53995633e-01,1.74000000e+00,4.95222198e+00,1.91009090e+00,3.04213107e+00,2.11392236e+00,-1.43512749e+00,5.51125419e-02,0.00000000e+00,2.46790652e+00,-2.88838309e-01,-9.01603772e-01,-1.56342543e-01,7.52765248e-02,4.94445073e-01,-5.99229903e-02,-2.09392267e-02,2.38338772e+00,7.89805685e-01,-4.87289539e-02,5.89192352e-03,2.54994425e-01,-1.18687808e+01,3.90582267e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2002Q2",1.11738495e+03,1.11749161e+03,-1.06664129e-01,8.02122093e+00,3.17546755e+00,3.71363369e+00,-8.50734046e-01,4.46406670e+03,3.24750648e+00,-1.37197663e+01,4.07969299e+02,5.88350130e+00,1.18966310e+01,4.00000000e+00,1.35965048e+00,4.75696359e+02,5.83451491e+00,1.31475070e+01,2.60325122e+00,-1.25087592e+00,6.05847779e+00,6.05847779e+00,1.81237436e+01,-2.46075373e+00,6.99748477e-01,2.06221060e+02,-4.71981881e+00,-3.01671678e+00,-4.21325318e+00,-4.46524795e-01,-6.41607651e-01,-4.24052098e-01,1.86468711e+02,1.81155544e+02,5.31316657e+00,-6.10650673e+00,-8.67794538e+00,-1.87738023e+00,9.76648992e-01,-1.20210857e-01,4.39000000e+00,-5.40911935e+00,7.58495709e-01,-6.16761506e+00,6.06175506e+00,2.13355578e+00,4.55944009e+02,4.44782698e+00,7.48627837e+00,-5.59441301e-01,1.73000000e+00,-2.71782698e+00,1.55902764e+00,-4.27685462e+00,2.16885694e+00,1.93977286e-01,9.25785509e-02,0.00000000e+00,-3.66105495e+00,-3.97584141e-01,-9.27265059e-01,-2.79077035e-01,1.77726830e-01,-9.20724684e-01,-7.15979157e-02,6.15149628e-03,1.15490368e+00,7.10873920e-02,-8.95443187e-02,-1.96244794e-01,-6.29089973e-02,6.09638237e+00,-1.42369809e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2002Q3",1.11853911e+03,1.11841673e+03,1.22377908e-01,4.61664953e+00,3.32821420e+00,3.70048138e+00,-7.28356138e-01,4.46739491e+03,3.05690174e+00,-1.14213441e+01,4.08513160e+02,2.17544442e+00,9.18153107e+00,4.00000000e+00,6.18527865e-01,4.76931628e+02,4.94107692e+00,1.05070855e+01,2.33874880e+00,-1.32555443e+00,5.21434139e+00,5.21434139e+00,1.77158415e+01,-2.48016588e+00,2.77507858e+00,2.05455099e+02,-3.06384477e+00,-3.62538688e+00,-4.07821116e+00,-5.97851839e-01,-6.05308176e-01,-5.08921082e-01,1.85224858e+02,1.80669739e+02,4.55511968e+00,-4.97540936e+00,-1.01888506e+01,-1.94322181e+00,1.39688128e+00,-9.33156131e-02,4.45000000e+00,-2.24603519e+00,7.49080456e-01,-2.99511565e+00,5.22192292e+00,2.65471963e+00,4.56701387e+02,3.02951233e+00,3.94362175e+00,-8.73934628e-01,1.85000000e+00,-1.17951233e+00,1.21137157e+00,-2.39088390e+00,2.71810240e+00,4.83974746e-01,2.32508646e-02,0.00000000e+00,-6.20100225e-01,-3.38238064e-01,-5.79770658e-01,-7.19503296e-02,-4.58300347e-02,9.29485839e-03,-4.68001168e-02,-1.36350958e-02,2.28525465e+00,3.84779541e-01,-3.32101844e-02,-4.26381587e-01,8.88650396e-02,-6.83966558e-01,-1.90919974e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.00000000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
