"Variables ->","ln_y_star","ln_y_star_sm","ln_ipei","ln_cpi_nosub","ln_y","ln_y_sm","ln_cpi_sub","ln_s","ln_bm","ln_cpi","ln_z","ln_v","ln_ipei_q","d4_ln_y_star","d4_ln_y_star_sm","d4_ln_ipei","i_star","d4_ln_cpi_nosub","d4_ln_y","d4_ln_y_sm","d4_ln_cpi_sub","d4_ln_s","d4_ln_bm","i","d4_ln_cpi","d4_ln_z","d4_ln_v","r","d4_ln_ipei_q","dla_ipei","dla_z","dla_s","dla_cpi_nosub","dla_cpi_sub","dla_cpi","dla_bm","dla_v","dla_ipei_q","s_d4_ln_y_star","s_d4_ln_ipei","s_i_star","s_d4_ln_cpi_nosub","s_d4_ln_y","s_d4_ln_cpi_sub","s_d4_ln_s","s_d4_ln_bm","s_i"
"Comments ->","Producto Interno Bruto Real EEUU (Logaritmo)","Producto Interno Bruto Real EEUU, Suma movil de 4 trimestres (Logaritmo)","Índice de Precios de transables (Logaritmo)","Indice Inflación No subyacente (Logaritmo)","Producto Interno Bruto Real Guatemala (Logaritmo)","Producto Interno Bruto Real Guatemala, Suma movil de 4 trimestres (Logaritmo)","Indice Inflación Subyacente Optima MSE (Logaritmo)","Tipo de Cambio Nominal (Logaritmo)","Base Monetaria (Logaritmo)","Indice de Precios al Consumidor (Logaritmo)","Indice Tipo de Cambio Real (Logaritmo)","Velocidad de circulacion de la Base Monetaria(Logaritmo)","Índice de Precios de Transables GTQ (Logaritmo)","Tasa de Variación Interanual del PIB de EEUU","Tasa de Variación Interanual de la suma de 4 Trimestres del PIB de EEUU","Tasa de Variación Interanual del Índice de Precios de Transables","Tasa de Interes de fondos federales","Inflacion No Subyacente Interanual","Tasa de Variación Interanual del PIB de Guatemala","Tasa de Variación Interanual de la suma de 4 Trimestres del PIB de Guatemala","Inflación Subyacente Optima MSE Interanual","Tasa de Variación Interanual del Tipo de Cambio Nominal","Tasa de Variación Interanual de la Base Monetaria","Tasa de Interes Lider de Politica Monetaria","Inflacion Total Internual","Tasa de Variación Interanual del Tipo de Cambio Real","Tasa de Variación Interanual de la Velocidad de circulacion de la Base Monetaria","Tasa de interes real de Politica Monetaria","Tasa de Variación Interanual del Índice de Precios de Transables en GTQ","Tasa de Variación Intertrimestral Anualizada del Índice de Precios de Transables","Tasa de Variación Intertrimestral Anualizada del Tipo de Cambio Real","Tasa de Variación Intertrimestral Anualizada del Tipo de Cambio Nominal","Inflacion No Subyacente Intertrimestral Anualizada","Inflacion Subyacente Optima MSE Intertrimestral Anualizada","Inflacion Total Intertrimestral Anualizada","Tasa de Variación Intertrimestral Anualizada de la Base Monetaria","Tasa de Variación Intertrimestral Anualizada de la Velocidad de circulacion de la Base Monetaria","Tasa de Variación Intertrimestral Anualizada del Índice de Precios de Transables en GTQ","Shock de crecimiento externo","Shock de precios de transables","Shock de tasa de interes externa","Choque de inflacion no subyacente","Choque de demanda agregada","Choque de inflacion subyacente","Choque cambiario nominal","Choque monetario","Choque de Politica Monetaria"
"Class[Size] ->","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]","tseries[112-by-1]"
".endhist","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2","2024Q2"
"2004Q1",964.49924,3851.62981,458.58894,-0.04932,1123.31836,4469.93609,487.74385,204.61796,962.00601,365.81888,-0.17627,1.53781,663.20690,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2004Q2",964.51611,3854.02266,460.52343,0.00000,1120.27998,4474.37054,488.74572,203.37881,964.58812,366.76159,0.00000,-0.00000,663.90224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2004Q3",964.80484,3856.49389,463.04631,-0.00000,1118.04040,4478.92743,489.56540,203.94895,966.22106,367.87222,-0.00000,0.00000,666.99525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2004Q4",965.20621,3859.02640,463.90172,0.04932,1121.95095,4483.58969,490.87727,204.96031,973.80268,369.70907,0.17627,-1.53781,668.86203,2.53251,NaN,6.96435,2.61478,-0.44543,4.66225,NaN,4.70124,-0.23597,16.76331,2.52098,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2005Q1",967.05903,3861.58619,466.30678,-0.26679,1128.05393,4488.32526,492.87762,204.11910,979.09954,370.73518,1.90894,-5.68637,670.42588,2.55979,2.48910,7.71784,2.66000,-0.21747,4.73558,4.59729,5.13377,-0.49886,17.09353,2.63667,4.91631,2.08521,-7.22418,-3.16294,7.21898,9.62021,6.93066,-3.36482,-1.26447,8.00140,4.10444,21.18743,-16.59427,6.25539,0.42513,2.03292,0.03528,-0.27437,0.06376,0.09242,-0.18941,0.46730,-0.02804
"2005Q2",967.55073,3864.62081,468.64551,0.08227,1125.35004,4493.39532,494.37418,202.85860,981.87129,372.47232,1.97341,-6.58465,671.50411,3.03462,2.64954,8.12209,3.13667,0.08227,5.07006,4.75619,5.62846,-0.52022,17.28317,2.85985,5.71073,1.97341,-6.58465,-3.28111,7.60187,9.35494,0.25789,-5.04202,1.39627,5.98623,6.94856,11.08699,-3.59310,4.31293,0.88809,1.58039,0.43280,-0.20849,0.07436,0.11586,-0.19432,0.74210,-0.04111
"2005Q3",968.33146,3868.14744,471.73545,0.49083,1123.54617,4498.90109,495.73727,202.81465,982.92692,374.53492,1.38298,-5.02821,674.55010,3.52662,2.91339,8.68914,3.62333,0.49083,5.50577,4.99341,6.17188,-1.13429,16.70586,3.33671,6.66270,1.38298,-5.02821,-3.15862,7.55485,12.35976,-2.36173,-0.17578,1.63422,5.45236,8.25039,4.22252,6.22574,12.18397,1.17366,1.66012,0.42698,-0.06983,0.16297,0.17994,-0.65358,0.49821,0.06207
