"Variables ->","ln_y_star","ln_y_star_sm","ln_ipei","ln_cpi_nosub","ln_y","ln_y_sm","ln_cpi_sub","ln_s","ln_bm","ln_cpi","ln_z","ln_v","ln_ipei_q","d4_ln_y_star","d4_ln_y_star_sm","d4_ln_ipei","i_star","d4_ln_cpi_nosub","d4_ln_y","d4_ln_y_sm","d4_ln_cpi_sub","d4_ln_s","d4_ln_bm","i","d4_ln_cpi","d4_ln_z","d4_ln_v","r","d4_ln_ipei_q","dla_ipei","dla_z","dla_s","dla_cpi_nosub","dla_cpi_sub","dla_cpi","dla_bm","dla_v","dla_ipei_q","dla_y_star","dla_y","s_dla_y_star","s_dla_ipei","s_i_star","s_dla_cpi_nosub","s_dla_y","s_dla_cpi_sub","s_dla_s","s_dla_bm","s_i"
"2028Q3",1011.85244,4044.56946,503.37514,7.63199,1207.07737,4823.37779,589.91176,205.83670,1218.24624,476.89992,-82.57963,-65.40575,709.21184,1.89354,1.89354,1.62855,4.99084,0.28816,3.28963,3.29284,3.75535,0.06589,8.94017,4.77172,4.04351,-2.06090,-1.89519,0.90423,1.69445,1.62855,0.79094,0.06190,0.28357,3.80986,6.34320,8.82112,-2.38137,1.69045,1.89354,3.28630,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2028Q4",1012.32583,4046.46300,503.78228,7.70213,1207.89840,4826.66521,590.87105,205.85153,1220.43252,477.87824,-84.11288,-65.99383,709.63381,1.89354,1.89354,1.62855,4.97289,0.28512,3.28742,3.29070,3.79094,0.06325,8.86143,4.80988,4.07606,-2.09914,-1.78307,0.92511,1.69180,1.62855,-6.13300,0.05934,0.28056,3.83719,3.91328,8.74513,-2.35233,1.68789,1.89354,3.28412,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2029Q1",1012.79921,4048.35654,504.18942,7.77154,1208.71890,4829.95045,591.83605,205.86575,1222.60066,478.33692,-84.03781,-69.03251,710.05517,1.89354,1.89354,1.62855,4.95503,0.28210,3.28524,3.28853,3.82112,0.06066,8.78462,4.84611,4.10322,-2.13190,-1.67826,0.94736,1.68922,1.62855,0.30027,0.05688,0.27765,3.85998,1.83472,8.67254,-12.15474,1.68544,1.89354,3.28203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2029Q2",1013.27260,4050.25008,504.59656,7.84026,1209.53891,4833.23357,592.80574,205.87939,1224.75165,479.43973,-84.93708,-66.39153,710.47595,1.89354,1.89354,1.62855,4.93727,0.27916,3.28312,3.28635,3.84645,0.05817,8.71069,4.88013,4.12561,-2.15972,-1.58113,0.97025,1.68672,1.62855,-3.59711,0.05456,0.27488,3.87877,4.41125,8.60398,10.56393,1.68312,1.89354,3.28003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2029Q3",1013.74599,4052.14363,505.00370,7.90832,1210.35845,4836.51465,593.77925,205.89249,1226.88663,481.04375,-84.76278,-66.89756,710.89619,1.89354,1.89354,1.62855,4.91959,0.27633,3.28108,3.28422,3.86749,0.05579,8.64039,4.91176,4.14383,-2.18315,-1.49181,0.99322,1.68435,1.62855,0.69724,0.05239,0.27225,3.89405,6.41607,8.53990,-2.02412,1.68094,1.89354,3.27814,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2029Q4",1014.21937,4054.03717,505.41084,7.97577,1211.17754,4839.79380,594.75582,205.90508,1229.00677,482.03666,-86.31554,-67.40417,711.31592,1.89354,1.89354,1.62855,4.90200,0.27365,3.27915,3.28215,3.88477,0.05355,8.57425,4.94087,4.15842,-2.20267,-1.41034,1.01577,1.68211,1.62855,-6.21106,0.05037,0.26981,3.90629,3.97163,8.48059,-2.02643,1.67893,1.89354,3.27638,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2030Q1",1014.69276,4055.93071,505.81798,8.04266,1211.99623,4843.07113,595.73480,205.91721,1231.11333,482.50679,-86.25654,-70.36911,711.73519,1.89354,1.89354,1.62855,4.88450,0.27112,3.27733,3.28017,3.89875,0.05146,8.51268,4.96743,4.16987,-2.21874,-1.33660,1.03752,1.68001,1.62855,0.23599,0.04852,0.26754,3.91590,1.88053,8.42623,-11.85977,1.67708,1.89354,3.27476,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2030Q2",1015.16614,4057.82426,506.22511,8.10903,1212.81455,4846.34677,596.71561,205.92892,1233.20755,483.61837,-87.16887,-67.66192,712.15404,1.89354,1.89354,1.62855,4.86709,0.26877,3.27564,3.27830,3.90987,0.04953,8.45590,4.99140,4.17864,-2.23179,-1.27039,1.05816,1.67808,1.62855,-3.64933,0.04684,0.26547,3.92326,4.44633,8.37688,10.82877,1.67539,1.89354,3.27327,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2030Q3",1015.63953,4059.71780,506.63225,8.17492,1213.63253,4849.62085,597.69779,205.94025,1235.29069,485.22889,-87.00500,-68.10900,712.57251,1.89354,1.89354,1.62855,4.84977,0.26660,3.27408,3.27655,3.91854,0.04776,8.40406,5.01283,4.18514,-2.24222,-1.21144,1.07748,1.67632,1.62855,0.65552,0.04532,0.26358,3.92871,6.44206,8.33253,-1.78831,1.67388,1.89354,3.27192,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2030Q4",1016.11291,4061.61134,507.03939,8.24040,1214.45021,4852.89352,598.68093,205.95125,1237.36396,486.22639,-88.56593,-68.56357,712.99064,1.89354,1.89354,1.62855,4.83253,0.26462,3.27267,3.27493,3.92511,0.04616,8.35718,5.03177,4.18973,-2.25039,-1.15941,1.09529,1.67472,1.62855,-6.24374,0.04397,0.26189,3.93257,3.98999,8.29308,-1.81831,1.67253,1.89354,3.27071,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2031Q1",1016.58630,4063.50488,507.44653,8.30549,1215.26762,4856.16490,599.66471,205.96194,1239.42855,486.69953,-88.51317,-71.48303,713.40847,1.89354,1.89354,1.62855,4.81538,0.26283,3.27139,3.27344,3.92991,0.04473,8.31522,5.04833,4.19274,-2.25663,-1.11392,1.11150,1.67328,1.62855,0.21105,0.04278,0.26039,3.93510,1.89258,8.25838,-11.67783,1.67134,1.89354,3.26964,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2031Q2",1017.05968,4065.39843,507.85367,8.37026,1216.08479,4859.43515,600.64885,205.97238,1241.48561,487.81284,-89.43010,-68.73650,713.82605,1.89354,1.89354,1.62855,4.79832,0.26123,3.27024,3.27209,3.93324,0.04346,8.27805,5.06260,4.19447,-2.26122,-1.07458,1.12602,1.67201,1.62855,-3.66772,0.04175,0.25907,3.93656,4.45323,8.22823,10.98614,1.67030,1.89354,3.26870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2031Q3",1017.53307,4067.29197,508.26081,8.43474,1216.90176,4862.70438,601.63314,205.98259,1243.53621,489.42405,-89.26945,-69.14994,714.24340,1.89354,1.89354,1.62855,4.78134,0.25982,3.26923,3.27088,3.93535,0.04234,8.24553,5.07471,4.19517,-2.26445,-1.04095,1.13882,1.67089,1.62855,0.64260,0.04086,0.25792,3.93716,6.44485,8.20243,-1.65380,1.66941,1.89354,3.26788,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
