,cpi_sub,ln_cpi_sub,mom,MSE
2020M5,265.08017,558.0032309,0.17780066,1.934951186
2020M6,265.48727,558.1566892,0.15357733,1.867289901
2020M7,265.93652,558.3257634,0.16921759,1.893217325
2020M8,266.42828,558.5105089,0.18491745,1.932705641
2020M9,266.94043,558.7025525,0.19222498,2.00015378
2020M10,267.4171,558.8809612,0.17857552,2.006302834
2020M11,268.1043,559.1376084,0.25697947,2.090088129
2020M12,268.5541,559.3052383,0.16777515,2.118062496
2021M1,269.3257,559.5921428,0.28731823,2.192053795
2021M2,270.15887,559.9010193,0.3093481,2.367389679
2021M3,271.0735,560.2390002,0.33854246,2.566135168
2021M4,271.59314,560.4305138,0.19170046,2.639153004
2021M5,272.21133,560.6578713,0.22761822,2.690199614
2021M6,272.61356,560.8055261,0.14775991,2.684225082
2021M7,273.23465,561.033095,0.2278328,2.744316339
2021M8,274.20456,561.3874397,0.3549695,2.918707371
2021M9,274.96225,561.6633816,0.27632713,3.005103588
2021M10,276.02063,562.0475609,0.38491488,3.217269421
2021M11,277.53992,562.5964779,0.55042505,3.519374847
2021M12,278.93198,563.0967953,0.5015731,3.864350319
2022M1,280.23032,563.5611836,0.4654646,4.048847675
2022M2,281.96597,564.178639,0.6193638,4.370426178
2022M3,284.83328,565.1904027,1.0169029,5.076037407
2022M4,287.1143,565.9880394,0.80082417,5.714856148
2022M5,289.51248,566.8198405,0.83527565,6.355771065
2022M6,292.2964,567.7768356,0.9615779,7.220053673
2022M7,294.65604,568.580871,0.8072853,7.839921951
2022M8,297.18396,569.4351341,0.8579254,8.380384445
2022M9,299.2775,570.1371237,0.7044554,8.843121529
2022M10,301.71054,570.9468081,0.8129716,9.307243347
2022M11,303.28998,571.4689378,0.5234957,9.277963638
2022M12,304.76233,571.9532227,0.485456,9.260447502
2023M1,306.16714,572.4131162,0.46095848,9.255535126
2023M2,307.961,572.9973152,0.58590174,9.219210625
2023M3,309.40573,573.4653458,0.46912432,8.626963615
2023M4,310.6856,573.8781468,0.41365623,8.209726334
2023M5,311.56418,574.1605352,0.28278828,7.616847038
2023M6,312.62363,574.5000007,0.3400445,6.954329491
2023M7,313.94363,574.9213447,0.4222393,6.545801163
2023M8,315.58286,575.4421278,0.5221367,6.191075325
2023M9,316.84644,575.841724,0.40040016,5.870450974
2023M10,318.86014,576.4752574,0.6355405,5.684130192
2023M11,319.5627,576.6953499,0.22033453,5.365412235
2023M12,320.11325,576.8674839,0.17228127,5.037004948
