Variables ->,ln_y_star,ln_y_star_sm,ln_ipei,ln_ipei_sa,ln_cpi_nosub,y,ln_y,ln_y_sa,ln_y_sm,ln_cpi_sub,ln_cpi_sub_sa,s,s_sa,ln_s,bm,bm_sa,ln_bm,ln_bm_sa,ln_cpi,ln_z,ln_z_sa,ln_v,ln_v_sa,ln_ipei_q,d4_ln_y_star,dla_y_star,d4_ln_y_star_sm,d4_ln_ipei,i_star,d4_ln_cpi_nosub,d4_ln_y,dla_y,d4_ln_y_sm,d4_ln_cpi_sub,d4_ln_s,d4_ln_bm,i,d4_ln_cpi,d4_ln_z,d4_ln_v,r,d4_ln_ipei_q,dla_ipei,dla_z,dla_s,dla_cpi_nosub,dla_cpi_sub,dla_cpi,dla_bm,dla_v,dla_ipei_q,s_d4_ln_y_star,s_d4_ln_ipei,s_i_star,s_d4_ln_cpi_nosub,s_d4_ln_y,s_d4_ln_cpi_sub,s_d4_ln_s,s_d4_ln_bm,s_i
2021Q1,995.18252,3967.36576,486.16573,486.12536,7.96008,135416.2165,1181.61084,1180.70871,4703.0548,559.09056,559.1091733,7.751866089,7.757610891,204.79336,91502.7861,91584.83162,1142.41247,1142.548355,445.04518,-44.94948,-45.03753618,-48.41533,-45.70138328,690.95909,1.55994,1.27726,-2.20906,4.28906,0.08,3.11306,4.38298,-0.02189,-1.05892,2.42282,0.97241,21.193,1.75,5.53588,2.83865,-14.3872,-2.03204,5.26147,16.86752,14.2732,-1.98756,2.12012,3.18632,2.62432,2.23708,-24.20786,14.87996,1.02612,3.51124,-0.06355,-0.17933,-0.26372,0.00715,0.92798,2.88617,-0.02674
2021Q2,996.69083,3978.65417,490.30783,489.8719462,7.99729,134011.5273,1180.56811,1181.95013,4717.55565,559.75406,559.7517343,7.723330632,7.746207588,204.42457,92582.82238,93011.24187,1143.58589,1144.041206,445.64845,-40.98381,-41.86936986,-47.19234,-45.41381827,694.7324,11.28841,1.50831,2.56978,12.28379,0.07,2.01052,14.50085,-1.04273,4.9922,2.63945,0.28778,15.89964,1.75,4.64997,9.93212,1.24066,-3.18941,12.57157,16.5684,15.86271,-1.47516,0.14885,2.654,2.41308,4.69368,4.89196,15.09324,9.57899,0.20201,-0.67142,-1.05928,1.34971,-0.13061,1.42469,-1.49075,-0.20012
2021Q3,997.50219,3983.2808,492.23902,492.2074903,7.68201,135456.9694,1181.64093,1183.235669,4725.45261,560.44247,560.4383304,7.738443738,7.737591495,204.62006,94293.34561,95719.23039,1145.41659,1146.880438,446.36462,-40.7323,-40.62853123,-44.34134,-46.35534955,696.85908,4.62663,0.81136,4.0964,11.32033,0.09,0.83896,7.89696,1.07282,7.31928,2.79467,0.24633,11.72277,1.75,3.63363,8.77199,-1.03114,-3.07315,11.56666,7.72476,1.00604,0.78196,-1.26113,2.75364,2.86468,7.3228,11.40402,8.50672,-1.39965,2.72868,0.12293,-1.42124,0.92211,-0.66557,-0.66383,-4.53751,0.0238
2021Q4,999.18464,3988.56018,494.26388,494.8042921,7.01986,141923.9884,1186.30469,1184.292567,4730.12457,561.63086,561.585932,7.729419015,7.701493033,204.50337,102352.2219,100392.5544,1153.61753,1151.64816,447.31579,-40.32651,-39.41631515,-46.11885,-48.61023667,698.76725,5.27938,1.68245,5.68859,12.31503,0.08,-0.41019,4.67196,4.66376,7.86319,3.33688,-0.78688,11.76433,1.75,2.92669,8.19127,-3.75549,-3.60383,11.52815,8.09944,1.62313,-0.46676,-2.6486,4.75356,3.80468,32.80376,-7.11007,7.63268,2.20916,1.31098,-0.16344,-1.40563,-2.82945,0.04226,-0.89334,-0.48704,0.04827
2022Q1,998.68586,3992.06352,498.74451,498.6525195,7.00408,141826.208,1186.23577,1185.368716,4734.7495,563.3301,563.3817351,7.698486107,7.706356527,204.10237,102396.7241,102464.0498,1153.661,1153.761497,448.32872,-37.30123,-37.40418868,-50.79939,-48.03681355,702.84688,3.50334,-0.49878,6.17444,12.57878,0.12,-0.956,4.62493,-0.06892,7.92367,4.23954,-0.69099,11.24853,1.75,3.28354,7.64825,-2.38406,-4.23191,11.88779,17.92252,12.10112,-1.604,-0.06312,6.79696,4.05172,0.17388,-18.72214,16.31852,0.14347,2.61871,0.03783,-1.0582,0.24592,0.17694,0.11401,-2.18315,0.07272
2022Q2,998.54453,3993.91722,503.38526,503.0189225,7.82078,140382.2025,1185.2124,1186.451259,4739.39379,565.74824,565.7763681,7.689230396,7.713428698,203.98207,105714.432,105958.0859,1156.84967,1157.085814,451.46612,-34.34306,-35.18818232,-49.81765,-47.94438256,707.36733,1.8537,-0.14133,3.81576,13.07743,0.77,-0.17651,4.64429,-1.02337,5.45953,5.99418,-0.4425,13.26378,2,5.81767,6.64075,-2.62531,-5.22063,12.63493,18.563,11.83271,-0.4812,3.26681,9.67256,12.5496,12.75468,3.92696,18.0818,-0.71807,3.66764,0.71606,-0.07878,1.4811,0.81576,0.55566,0.23301,0.07272
2022Q3,999.20065,3995.61568,500.70639,500.5920869,8.37569,140792.3797,1185.50416,1186.943998,4743.25702,568.14122,568.124396,7.757004953,7.746847492,204.85963,107413.6126,109185.2643,1158.44422,1160.049144,454.75705,-39.72411,-39.79850949,-45.80699,-48.12582735,705.56602,1.69846,0.65612,3.08372,8.46737,2.19,0.69368,3.86323,0.29176,4.4511,7.69875,0.23957,13.02763,2.66667,8.39243,1.00819,-1.46565,-4.95529,8.70694,-10.71548,-21.5242,3.51024,2.21963,9.57192,13.16372,6.3782,16.04266,-7.20524,-0.14131,-1.82402,1.40561,0.61376,0.37373,0.95127,-0.1095,-1.20964,0.09549
2022Q4,999.83431,3996.26535,498.52533,499.0834047,7.44678,146774.7239,1189.66542,1188.009842,4746.61775,570.15962,570.048192,7.849038184,7.827486259,206.0391,114364.249,112388.4427,1164.71438,1162.935322,456.27147,-43.05809,-42.00886643,-45.32621,-47.65600779,704.56443,0.64967,0.63366,1.92629,4.26145,3.65333,0.42692,3.36073,4.16126,4.12329,8.52876,1.53573,11.09685,3.5,8.95568,-2.73158,0.79264,-3.98718,5.79718,-8.72424,-13.33595,4.71788,-3.71564,8.0736,6.05768,25.08064,1.92309,-4.00636,-1.12122,-1.67207,1.53479,-0.41494,0.796,0.64889,-0.40437,-2.59396,0.11902
2023Q1,1000.38893,3997.96842,497.31051,497.1771999,7.76915,147507.0721,1190.16314,1189.278457,4750.54512,571.58634,571.6798232,7.828510797,7.83840115,205.77723,115619.4184,115586.8682,1165.80592,1165.801342,457.35003,-45.31661,-45.44774661,-50.7607,-47.91540943,703.08774,1.70307,0.55462,1.47623,-1.434,4.51667,0.76507,3.92737,0.49772,3.9489,8.25624,1.67486,12.14492,4.41667,9.02131,-8.01538,0.03869,-2.06682,0.24086,-4.85928,-9.03408,-1.04748,1.28948,5.70688,4.31424,4.36616,-21.73794,-5.90676,0.39757,-5.49417,0.81636,0.82766,0.43665,-0.03887,-0.60028,0.33933,0.32083
2023Q2,1000.89911,4000.323,496.1922,495.9756406,7.16028,146161.9891,1189.24708,1190.255477,4754.5798,572.78585,572.8519989,7.815614565,7.839750446,205.61236,119282.1531,119245.4557,1168.9247,1168.904444,457.84323,-46.94344,-47.71026752,-50.82039,-48.89737709,701.80456,2.35458,0.51018,1.60145,-7.19306,4.99,-0.6605,4.03468,-0.91606,3.7965,7.03761,1.63029,12.07503,4.91667,6.37711,-12.60038,-1.00274,0.02736,-5.56277,-4.47324,-6.50729,-0.65948,-2.43547,4.79804,1.9728,12.47512,-0.23876,-5.13272,0.58165,-7.08467,0.41059,-0.61262,-0.3605,-0.3387,-1.86965,-0.19461,0.08292
2023Q3,1002.08572,4003.20807,496.41223,496.2113268,7.00163,146456.1434,1189.44813,1190.736223,4758.52377,573.97897,573.9564699,7.858997863,7.841486681,206.16591,119757.5427,121922.1291,1169.32245,1171.090052,459.22074,-48.54974,-48.7683048,-46.9035,-49.51917782,702.57814,2.88507,1.18661,1.8981,-4.29416,5.26,-1.37406,3.94397,0.20105,3.81669,5.83775,1.30628,10.87823,5,4.46369,-8.82563,-1.09651,0.50184,-2.98788,0.88012,-6.4252,2.2142,-0.63461,4.77248,5.51004,1.591,15.66758,3.09432,0.82304,-0.01881,0.26121,-0.998,-0.75902,-0.2657,-0.94383,-0.69591,-0.1881
2023Q4,1002.92079,4006.29455,495.6394,496.1397317,6.78386,149745.0859,1191.66897,1190.464048,4760.52732,575.21097,575.0208489,7.831414147,7.815482429,205.81431,127212.3988,125282.6992,1175.36134,1173.800779,460.6599,-51.22016,-50.1123402,-48.91827,-51.08606042,701.45371,3.08648,0.83507,2.5073,-2.88593,5.33,-0.66292,2.00355,2.22084,3.47739,5.05135,-0.22479,10.64696,5,4.38843,-8.16207,-3.59206,0.84285,-3.11072,-3.09132,-10.68171,-1.4064,-0.87108,4.928,5.75664,24.15556,-8.05911,-4.49772,0.78905,-0.78434,0.06003,0.49724,-2.2542,-0.24576,-1.31433,0.09615,-0.21453
2024Q1,1003.23116,4009.13678,496.06223,495.9119724,7.06699,152324.4402,1193.3768,1192.426896,4763.74098,575.67754,575.8230211,7.810837559,7.822566643,205.55122,129660.6848,129463.5541,1177.26762,1177.124704,460.73907,-50.8821,-51.02385779,-54.91754,-51.97445855,701.61345,2.84223,0.31037,2.79209,-1.24828,5.33,-0.70216,3.21366,1.70783,3.29897,4.0912,-0.22601,11.4617,5,3.38904,-5.56549,-4.15684,1.21546,-1.47429,1.69132,1.35224,-1.05236,1.13252,1.86628,0.31668,7.62512,-23.99705,0.63896,0.45543,0.07367,0.02126,-0.23561,-0.21099,-0.57475,-0.25696,0.97659,-0.00244
2024Q2,1003.17753,4011.4152,495.71813,495.6718521,6.65473,151324.3159,1192.71806,1193.481547,4767.21196,576.7315,576.825108,7.812711604,7.83619429,205.57521,133147.5113,132814.0975,1179.92129,1179.682538,461.28333,-51.40031,-52.07440598,-54.40035,-52.47124746,701.29334,2.27842,-0.05363,2.77305,-0.47407,5.27865,-0.50555,3.47098,-0.65874,3.15804,3.94565,-0.03715,10.99659,5.01923,3.4401,-4.45687,-3.57996,1.23928,-0.51122,-1.3764,-2.07281,0.09597,-1.64904,4.21585,2.17703,10.61467,2.06875,-1.28043,0,0,0,0,0,0,0,0,0
